component,unit,p_lo,p_hi,x0_lo,x0_hi,n,med,signed_median
x,µm,20.0,30.0,0.0,75.0,35,109.10150129087981,40.61178596499815
x,µm,20.0,30.0,75.0,150.0,16,194.60843752847268,174.67791722106085
x,µm,20.0,30.0,150.0,250.0,2,83.45037082895601,64.8599545997115
x,µm,20.0,30.0,250.0,400.0,0,nan,nan
x,µm,20.0,30.0,400.0,700.0,0,nan,nan
x,µm,30.0,50.0,-700.0,-400.0,0,nan,nan
x,µm,30.0,50.0,-400.0,-250.0,0,nan,nan
x,µm,30.0,50.0,-250.0,-150.0,2,336.62397606013883,-182.0109393267444
x,µm,30.0,50.0,-150.0,-75.0,4,176.80163502348023,32.642110675524805
x,µm,30.0,50.0,-75.0,0.0,20,52.601063669948545,-1.0925711227400825
x,µm,30.0,50.0,0.0,75.0,25,131.62468385505122,81.25793207997845
x,µm,30.0,50.0,75.0,150.0,3,311.27590659841076,311.27590659841076
x,µm,30.0,50.0,150.0,250.0,1,571.0973689352841,571.0973689352841
x,µm,30.0,50.0,250.0,400.0,0,nan,nan
x,µm,30.0,50.0,400.0,700.0,0,nan,nan
x,µm,50.0,100.0,-700.0,-400.0,0,nan,nan
x,µm,50.0,100.0,-400.0,-250.0,0,nan,nan
x,µm,50.0,100.0,-250.0,-150.0,1,229.14071179536677,-229.14071179536677
x,µm,50.0,100.0,-150.0,-75.0,0,nan,nan
x,µm,50.0,100.0,-75.0,0.0,9,193.89647584354464,-148.99329200120093
x,µm,50.0,100.0,0.0,75.0,13,140.6944844525242,53.54903789918808
x,µm,50.0,100.0,75.0,150.0,1,1456.1190197036638,1456.1190197036638
x,µm,50.0,100.0,150.0,250.0,0,nan,nan
x,µm,50.0,100.0,250.0,400.0,0,nan,nan
x,µm,50.0,100.0,400.0,700.0,0,nan,nan
x,µm,100.0,200.0,-700.0,-400.0,0,nan,nan
x,µm,100.0,200.0,-400.0,-250.0,0,nan,nan
x,µm,100.0,200.0,-250.0,-150.0,0,nan,nan
x,µm,100.0,200.0,-150.0,-75.0,0,nan,nan
x,µm,100.0,200.0,-75.0,0.0,1,275.56876608525727,-275.56876608525727
x,µm,100.0,200.0,0.0,75.0,5,895.1859945678677,895.1859945678677
x,µm,100.0,200.0,75.0,150.0,0,nan,nan
x,µm,100.0,200.0,150.0,250.0,0,nan,nan
x,µm,100.0,200.0,250.0,400.0,0,nan,nan
x,µm,100.0,200.0,400.0,700.0,0,nan,nan
y,µm,1.0,2.0,-700.0,-400.0,1,61.30274468898733,-61.30274468898733
y,µm,1.0,2.0,-400.0,-250.0,0,nan,nan
y,µm,1.0,2.0,-250.0,-150.0,0,nan,nan
y,µm,1.0,2.0,-150.0,-75.0,0,nan,nan
y,µm,1.0,2.0,-75.0,0.0,1,2618.0787601080056,-2618.0787601080056
y,µm,1.0,2.0,0.0,75.0,0,nan,nan
y,µm,1.0,2.0,75.0,150.0,0,nan,nan
y,µm,1.0,2.0,150.0,250.0,0,nan,nan
y,µm,1.0,2.0,250.0,400.0,0,nan,nan
y,µm,1.0,2.0,400.0,700.0,3,46.07396079688897,46.07396079688897
y,µm,2.0,3.0,-700.0,-400.0,12,292.62407459541964,55.53380875771552
y,µm,2.0,3.0,-400.0,-250.0,12,280.7261196974764,54.255858403458035
y,µm,2.0,3.0,-250.0,-150.0,22,248.6279810232066,-19.480881087233115
y,µm,2.0,3.0,-150.0,-75.0,11,282.0849108223342,138.2712222657574
y,µm,2.0,3.0,-75.0,0.0,23,283.44598131184284,133.10289705611922
y,µm,2.0,3.0,0.0,75.0,24,187.93967569798653,9.426411444280802
y,µm,2.0,3.0,75.0,150.0,15,302.138237139161,-302.138237139161
y,µm,2.0,3.0,150.0,250.0,16,297.85212917562376,-155.89543322256816
y,µm,2.0,3.0,250.0,400.0,16,250.4835726526835,-196.90269476721767
y,µm,2.0,3.0,400.0,700.0,8,312.8677032215137,-215.69801777089026
y,µm,3.0,5.0,-700.0,-400.0,10,111.04519139649938,111.04519139649938
y,µm,3.0,5.0,-400.0,-250.0,20,137.83325804909907,68.31779072731293
y,µm,3.0,5.0,-250.0,-150.0,33,62.365370392996056,-3.3269735712337933
y,µm,3.0,5.0,-150.0,-75.0,47,89.99686949243824,40.167928126891184
y,µm,3.0,5.0,-75.0,0.0,48,127.53865174657619,59.57341824870355
y,µm,3.0,5.0,0.0,75.0,52,140.27229873670422,-89.00012800084056
y,µm,3.0,5.0,75.0,150.0,42,101.65080319705311,-66.02469435353697
y,µm,3.0,5.0,150.0,250.0,34,89.62253785693974,-51.635122113708576
y,µm,3.0,5.0,250.0,400.0,34,143.9826283009893,-73.03236771432786
y,µm,3.0,5.0,400.0,700.0,21,189.45822030786985,-45.25361862954469
y,µm,5.0,7.0,-700.0,-400.0,6,485.0675609613546,485.0675609613546
y,µm,5.0,7.0,-400.0,-250.0,11,94.6528663660331,0.7597004643002947
y,µm,5.0,7.0,-250.0,-150.0,22,75.18542664652728,13.015356426279823
y,µm,5.0,7.0,-150.0,-75.0,24,39.43244295778925,-16.79764732125477
y,µm,5.0,7.0,-75.0,0.0,46,65.38401347567913,32.885101370368375
y,µm,5.0,7.0,0.0,75.0,48,41.65528396330842,-8.857267200966135
y,µm,5.0,7.0,75.0,150.0,35,56.57104898172349,-46.19746596068808
y,µm,5.0,7.0,150.0,250.0,18,59.92121970392361,-15.279792799475445
y,µm,5.0,7.0,250.0,400.0,16,301.95541733028364,-204.3050765688008
y,µm,5.0,7.0,400.0,700.0,7,332.4667394030314,15.027357012058928
y,µm,7.0,10.0,-700.0,-400.0,1,298.6731408501555,-298.6731408501555
y,µm,7.0,10.0,-400.0,-250.0,8,65.86373128104128,8.876273133346047
y,µm,7.0,10.0,-250.0,-150.0,11,32.01434885409071,-2.6068696635093147
y,µm,7.0,10.0,-150.0,-75.0,22,61.41071599324732,-17.690466346877542
y,µm,7.0,10.0,-75.0,0.0,50,65.80592670700014,-34.770574994063
y,µm,7.0,10.0,0.0,75.0,46,52.72669982559819,-26.69708749891697
y,µm,7.0,10.0,75.0,150.0,33,43.34776706656385,6.520165000864608
y,µm,7.0,10.0,150.0,250.0,11,107.89104489288093,-22.599350287009656
y,µm,7.0,10.0,250.0,400.0,9,118.9761954642563,118.9761954642563
y,µm,7.0,10.0,400.0,700.0,6,171.4750119208759,-1.6803430882816883
y,µm,10.0,15.0,-700.0,-400.0,1,220.0021903908862,-220.0021903908862
y,µm,10.0,15.0,-400.0,-250.0,1,280.7225296492106,-280.7225296492106
y,µm,10.0,15.0,-250.0,-150.0,12,90.79162698817811,-13.754327377014874
y,µm,10.0,15.0,-150.0,-75.0,28,64.14850106497738,-31.181994596394702
y,µm,10.0,15.0,-75.0,0.0,58,54.06250544026392,-48.854136932148684
y,µm,10.0,15.0,0.0,75.0,69,38.04440326038616,-7.495227279672667
y,µm,10.0,15.0,75.0,150.0,26,30.681055372574484,-6.254909140423592
y,µm,10.0,15.0,150.0,250.0,4,80.65382478906713,7.449458314098933
y,µm,10.0,15.0,250.0,400.0,3,58.164659588328504,58.164659588328504
y,µm,10.0,15.0,400.0,700.0,6,641.441027263756,469.4520437293477
y,µm,15.0,20.0,-700.0,-400.0,0,nan,nan
y,µm,15.0,20.0,-400.0,-250.0,0,nan,nan
y,µm,15.0,20.0,-250.0,-150.0,4,127.6738864366962,-89.5164852750554
y,µm,15.0,20.0,-150.0,-75.0,12,69.23104773172639,-51.226833260303195
y,µm,15.0,20.0,-75.0,0.0,35,76.43331518904972,-67.06625725655613
y,µm,15.0,20.0,0.0,75.0,40,54.83556711785553,10.482341212487256
y,µm,15.0,20.0,75.0,150.0,14,27.479432514418534,8.630744696340287
y,µm,15.0,20.0,150.0,250.0,2,65.29674152436371,65.29674152436371
y,µm,15.0,20.0,250.0,400.0,1,116.1959683392979,116.1959683392979
y,µm,15.0,20.0,400.0,700.0,1,303.5120318118629,303.5120318118629
y,µm,20.0,30.0,-700.0,-400.0,0,nan,nan
y,µm,20.0,30.0,-400.0,-250.0,0,nan,nan
y,µm,20.0,30.0,-250.0,-150.0,4,93.43285927014477,-13.528511006150268
y,µm,20.0,30.0,-150.0,-75.0,13,56.129092785639045,5.578549347688977
y,µm,20.0,30.0,-75.0,0.0,45,63.44917816539919,-50.20095394110413
y,µm,20.0,30.0,0.0,75.0,35,41.83469646039839,27.579254885324644
y,µm,20.0,30.0,75.0,150.0,16,19.7156881414422,12.821133031060583
y,µm,20.0,30.0,150.0,250.0,2,13.938568455287736,-5.724045451572124
y,µm,20.0,30.0,250.0,400.0,0,nan,nan
y,µm,20.0,30.0,400.0,700.0,0,nan,nan
y,µm,30.0,50.0,-700.0,-400.0,0,nan,nan
y,µm,30.0,50.0,-400.0,-250.0,0,nan,nan
y,µm,30.0,50.0,-250.0,-150.0,2,152.96810487612333,-152.96810487612333
y,µm,30.0,50.0,-150.0,-75.0,4,30.14607627054211,-4.4216812834108055
y,µm,30.0,50.0,-75.0,0.0,20,42.44340567065308,-31.428070429058153
y,µm,30.0,50.0,0.0,75.0,25,33.45337125143999,33.452102629325964
y,µm,30.0,50.0,75.0,150.0,3,27.30406871047819,-27.30406871047819
y,µm,30.0,50.0,150.0,250.0,1,29.74971962584494,29.74971962584494
y,µm,30.0,50.0,250.0,400.0,0,nan,nan
y,µm,30.0,50.0,400.0,700.0,0,nan,nan
y,µm,50.0,100.0,-700.0,-400.0,0,nan,nan
y,µm,50.0,100.0,-400.0,-250.0,0,nan,nan
y,µm,50.0,100.0,-250.0,-150.0,1,96.06502692605545,-96.06502692605545
y,µm,50.0,100.0,-150.0,-75.0,0,nan,nan
y,µm,50.0,100.0,-75.0,0.0,9,20.649960102076648,20.649960102076648
y,µm,50.0,100.0,0.0,75.0,13,49.92952808161988,49.92952808161988
y,µm,50.0,100.0,75.0,150.0,1,50.622001621945856,50.622001621945856
y,µm,50.0,100.0,150.0,250.0,0,nan,nan
y,µm,50.0,100.0,250.0,400.0,0,nan,nan
y,µm,50.0,100.0,400.0,700.0,0,nan,nan
y,µm,100.0,200.0,-700.0,-400.0,0,nan,nan
y,µm,100.0,200.0,-400.0,-250.0,0,nan,nan
y,µm,100.0,200.0,-250.0,-150.0,0,nan,nan
y,µm,100.0,200.0,-150.0,-75.0,0,nan,nan
y,µm,100.0,200.0,-75.0,0.0,1,7.860073784797805,-7.860073784797805
y,µm,100.0,200.0,0.0,75.0,5,52.67147299558417,52.67147299558417
y,µm,100.0,200.0,75.0,150.0,0,nan,nan
y,µm,100.0,200.0,150.0,250.0,0,nan,nan
y,µm,100.0,200.0,250.0,400.0,0,nan,nan
y,µm,100.0,200.0,400.0,700.0,0,nan,nan
tx,mrad,1.0,2.0,-700.0,-400.0,1,1.2365382742545172,1.2365382742545172
tx,mrad,1.0,2.0,-400.0,-250.0,0,nan,nan
tx,mrad,1.0,2.0,-250.0,-150.0,0,nan,nan
tx,mrad,1.0,2.0,-150.0,-75.0,0,nan,nan
tx,mrad,1.0,2.0,-75.0,0.0,1,2.2835898776452646,-2.2835898776452646
tx,mrad,1.0,2.0,0.0,75.0,0,nan,nan
tx,mrad,1.0,2.0,75.0,150.0,0,nan,nan
tx,mrad,1.0,2.0,150.0,250.0,0,nan,nan
tx,mrad,1.0,2.0,250.0,400.0,0,nan,nan
tx,mrad,1.0,2.0,400.0,700.0,3,0.3763262373365217,-0.3763262373365217
tx,mrad,2.0,3.0,-700.0,-400.0,12,0.1371209445492072,-0.07677924541499292
tx,mrad,2.0,3.0,-400.0,-250.0,12,0.1241893845540798,0.045720137762966795
tx,mrad,2.0,3.0,-250.0,-150.0,22,0.13068107331404288,-0.07035795301088554
tx,mrad,2.0,3.0,-150.0,-75.0,11,0.12335116172856875,-0.12335116172856875
tx,mrad,2.0,3.0,-75.0,0.0,23,0.09537629124400926,-0.07894140112507664
tx,mrad,2.0,3.0,0.0,75.0,24,0.07055851648724021,0.052045214974538734
tx,mrad,2.0,3.0,75.0,150.0,15,0.07604111332881747,0.013977122632846672
tx,mrad,2.0,3.0,150.0,250.0,16,0.12591567796629843,0.05433420503145325
tx,mrad,2.0,3.0,250.0,400.0,16,0.14449245522513143,0.05672347957041968
tx,mrad,2.0,3.0,400.0,700.0,8,0.09670478957771178,-0.07279184238481728
tx,mrad,3.0,5.0,-700.0,-400.0,10,0.18452129235189962,0.1417867372285886
tx,mrad,3.0,5.0,-400.0,-250.0,20,0.10821434190644297,0.04265064366515414
tx,mrad,3.0,5.0,-250.0,-150.0,33,0.03973635610526882,-0.00767162494769158
tx,mrad,3.0,5.0,-150.0,-75.0,47,0.045160165260405005,0.03064416633524747
tx,mrad,3.0,5.0,-75.0,0.0,48,0.059285259715199934,0.04547812519231642
tx,mrad,3.0,5.0,0.0,75.0,52,0.07284424021478109,0.05934760028408759
tx,mrad,3.0,5.0,75.0,150.0,42,0.0652758025743716,0.03752834556408624
tx,mrad,3.0,5.0,150.0,250.0,34,0.06349366840854853,-0.015831825028206348
tx,mrad,3.0,5.0,250.0,400.0,34,0.07044838405928511,0.01624062196708964
tx,mrad,3.0,5.0,400.0,700.0,21,0.20831643961188862,0.1837101792299678
tx,mrad,5.0,7.0,-700.0,-400.0,6,0.16468460555216075,-0.12291286071109721
tx,mrad,5.0,7.0,-400.0,-250.0,11,0.09050129340720803,0.07898117240101588
tx,mrad,5.0,7.0,-250.0,-150.0,22,0.03769926034893206,-0.009620357858335093
tx,mrad,5.0,7.0,-150.0,-75.0,24,0.032010060518075645,0.00011114047501759039
tx,mrad,5.0,7.0,-75.0,0.0,46,0.021582297497130254,0.003364820264084578
tx,mrad,5.0,7.0,0.0,75.0,48,0.027227054422040986,0.0032464717028557466
tx,mrad,5.0,7.0,75.0,150.0,35,0.03289973230319321,-0.030517229821613867
tx,mrad,5.0,7.0,150.0,250.0,18,0.03511056046179295,-0.03328458057895445
tx,mrad,5.0,7.0,250.0,400.0,16,0.05818174100050144,0.050751168676574365
tx,mrad,5.0,7.0,400.0,700.0,7,0.1015679110790424,0.015597605079145649
tx,mrad,7.0,10.0,-700.0,-400.0,1,0.26247178459298803,0.26247178459298803
tx,mrad,7.0,10.0,-400.0,-250.0,8,0.05294634045459323,-0.038729775692150636
tx,mrad,7.0,10.0,-250.0,-150.0,11,0.04236041212102304,-0.029965424890449066
tx,mrad,7.0,10.0,-150.0,-75.0,22,0.030955606338513297,0.0049288766719446375
tx,mrad,7.0,10.0,-75.0,0.0,50,0.019485139702041243,-0.0087443148001215
tx,mrad,7.0,10.0,0.0,75.0,46,0.028684434776146683,-0.0203617544902307
tx,mrad,7.0,10.0,75.0,150.0,33,0.05700001947353539,-0.05356895210069379
tx,mrad,7.0,10.0,150.0,250.0,11,0.07231383821496018,-0.06781815575804262
tx,mrad,7.0,10.0,250.0,400.0,9,0.040824898966819456,-0.040824898966819456
tx,mrad,7.0,10.0,400.0,700.0,6,0.09591315673668221,-0.09591315673668221
tx,mrad,10.0,15.0,-700.0,-400.0,1,0.1748806222284377,0.1748806222284377
tx,mrad,10.0,15.0,-400.0,-250.0,1,0.07631073124891863,-0.07631073124891863
tx,mrad,10.0,15.0,-250.0,-150.0,12,0.036412702701597854,-0.036412702701597854
tx,mrad,10.0,15.0,-150.0,-75.0,28,0.047648174328604465,-0.04601741070457341
tx,mrad,10.0,15.0,-75.0,0.0,58,0.017706511116426238,-0.00860579633674835
tx,mrad,10.0,15.0,0.0,75.0,69,0.016612229575482806,-0.004198804785443544
tx,mrad,10.0,15.0,75.0,150.0,26,0.033895620187244374,-0.03273873722991344
tx,mrad,10.0,15.0,150.0,250.0,4,0.062147284589034006,0.0017073861090337317
tx,mrad,10.0,15.0,250.0,400.0,3,0.0717055822564705,-0.03767886387323616
tx,mrad,10.0,15.0,400.0,700.0,6,0.41089317013964094,-0.41089317013964094
tx,mrad,15.0,20.0,-700.0,-400.0,0,nan,nan
tx,mrad,15.0,20.0,-400.0,-250.0,0,nan,nan
tx,mrad,15.0,20.0,-250.0,-150.0,4,0.06716922104751943,-0.06716922104751943
tx,mrad,15.0,20.0,-150.0,-75.0,12,0.06697307744808409,-0.06697307744808409
tx,mrad,15.0,20.0,-75.0,0.0,35,0.026406359173586358,-0.026260183905238432
tx,mrad,15.0,20.0,0.0,75.0,40,0.022910557435813772,0.004151629507370691
tx,mrad,15.0,20.0,75.0,150.0,14,0.029335795892355618,0.016824616981950258
tx,mrad,15.0,20.0,150.0,250.0,2,0.05395264130477828,-0.05395264130477828
tx,mrad,15.0,20.0,250.0,400.0,1,0.31613703661748094,0.31613703661748094
tx,mrad,15.0,20.0,400.0,700.0,1,0.2140121776654791,-0.2140121776654791
tx,mrad,20.0,30.0,-700.0,-400.0,0,nan,nan
tx,mrad,20.0,30.0,-400.0,-250.0,0,nan,nan
tx,mrad,20.0,30.0,-250.0,-150.0,4,0.223355942860725,-0.223355942860725
tx,mrad,20.0,30.0,-150.0,-75.0,13,0.05714174545989881,-0.03431889808319655
tx,mrad,20.0,30.0,-75.0,0.0,45,0.03466806158608504,-0.029016698790053363
tx,mrad,20.0,30.0,0.0,75.0,35,0.024747404488177638,0.02322139124829453
tx,mrad,20.0,30.0,75.0,150.0,16,0.07135022359490081,0.06359342123726103
tx,mrad,20.0,30.0,150.0,250.0,2,0.08169739853576378,0.08169739853576378
tx,mrad,20.0,30.0,250.0,400.0,0,nan,nan
tx,mrad,20.0,30.0,400.0,700.0,0,nan,nan
tx,mrad,30.0,50.0,-700.0,-400.0,0,nan,nan
tx,mrad,30.0,50.0,-400.0,-250.0,0,nan,nan
tx,mrad,30.0,50.0,-250.0,-150.0,2,0.13852753642012994,-0.07156852423159665
tx,mrad,30.0,50.0,-150.0,-75.0,4,0.03343028298987273,-0.021051614442277017
tx,mrad,30.0,50.0,-75.0,0.0,20,0.03971858243997928,0.006832781095561513
tx,mrad,30.0,50.0,0.0,75.0,25,0.038476564900857824,0.03320757565396584
tx,mrad,30.0,50.0,75.0,150.0,3,0.08786032468613576,0.08786032468613576
tx,mrad,30.0,50.0,150.0,250.0,1,0.3051636383374079,0.3051636383374079
tx,mrad,30.0,50.0,250.0,400.0,0,nan,nan
tx,mrad,30.0,50.0,400.0,700.0,0,nan,nan
tx,mrad,50.0,100.0,-700.0,-400.0,0,nan,nan
tx,mrad,50.0,100.0,-400.0,-250.0,0,nan,nan
tx,mrad,50.0,100.0,-250.0,-150.0,1,0.06422344546930248,-0.06422344546930248
tx,mrad,50.0,100.0,-150.0,-75.0,0,nan,nan
tx,mrad,50.0,100.0,-75.0,0.0,9,0.09384911843347138,-0.09384911843347138
tx,mrad,50.0,100.0,0.0,75.0,13,0.0614652591252908,-0.0195174831190692
tx,mrad,50.0,100.0,75.0,150.0,1,0.11071670590556693,0.11071670590556693
tx,mrad,50.0,100.0,150.0,250.0,0,nan,nan
tx,mrad,50.0,100.0,250.0,400.0,0,nan,nan
tx,mrad,50.0,100.0,400.0,700.0,0,nan,nan
tx,mrad,100.0,200.0,-700.0,-400.0,0,nan,nan
tx,mrad,100.0,200.0,-400.0,-250.0,0,nan,nan
tx,mrad,100.0,200.0,-250.0,-150.0,0,nan,nan
tx,mrad,100.0,200.0,-150.0,-75.0,0,nan,nan
tx,mrad,100.0,200.0,-75.0,0.0,1,0.030254167091604833,-0.030254167091604833
tx,mrad,100.0,200.0,0.0,75.0,5,0.33657476408263665,0.33657476408263665
tx,mrad,100.0,200.0,75.0,150.0,0,nan,nan
tx,mrad,100.0,200.0,150.0,250.0,0,nan,nan
tx,mrad,100.0,200.0,250.0,400.0,0,nan,nan
tx,mrad,100.0,200.0,400.0,700.0,0,nan,nan
ty,mrad,1.0,2.0,-700.0,-400.0,1,0.029629389228368053,-0.029629389228368053
ty,mrad,1.0,2.0,-400.0,-250.0,0,nan,nan
ty,mrad,1.0,2.0,-250.0,-150.0,0,nan,nan
ty,mrad,1.0,2.0,-150.0,-75.0,0,nan,nan
ty,mrad,1.0,2.0,-75.0,0.0,1,0.8100121351692635,-0.8100121351692635
ty,mrad,1.0,2.0,0.0,75.0,0,nan,nan
ty,mrad,1.0,2.0,75.0,150.0,0,nan,nan
ty,mrad,1.0,2.0,150.0,250.0,0,nan,nan
ty,mrad,1.0,2.0,250.0,400.0,0,nan,nan
ty,mrad,1.0,2.0,400.0,700.0,3,0.14838861062214936,0.14838861062214936
ty,mrad,2.0,3.0,-700.0,-400.0,12,0.0810818498949567,0.06756136139312793
ty,mrad,2.0,3.0,-400.0,-250.0,12,0.08997377396884748,0.06389717597488423
ty,mrad,2.0,3.0,-250.0,-150.0,22,0.08458071356527361,0.00833711378716434
ty,mrad,2.0,3.0,-150.0,-75.0,11,0.05917723047871651,0.04628600951460393
ty,mrad,2.0,3.0,-75.0,0.0,23,0.10689966013121763,0.0006227463139329981
ty,mrad,2.0,3.0,0.0,75.0,24,0.04742560242775376,-0.0010510677429850096
ty,mrad,2.0,3.0,75.0,150.0,15,0.10506445828818711,-0.10506445828818711
ty,mrad,2.0,3.0,150.0,250.0,16,0.1225220601685506,-0.050433183625308436
ty,mrad,2.0,3.0,250.0,400.0,16,0.09631931374003025,-0.06045691849255325
ty,mrad,2.0,3.0,400.0,700.0,8,0.09073013008003075,-0.05536210077902032
ty,mrad,3.0,5.0,-700.0,-400.0,10,0.04305213057246128,0.023880799220284132
ty,mrad,3.0,5.0,-400.0,-250.0,20,0.07810176928404328,0.012486382225086572
ty,mrad,3.0,5.0,-250.0,-150.0,33,0.0289432306728038,-0.00882716149326352
ty,mrad,3.0,5.0,-150.0,-75.0,47,0.03590819506333644,-0.00172277729261483
ty,mrad,3.0,5.0,-75.0,0.0,48,0.038574810752728395,0.011311326251423406
ty,mrad,3.0,5.0,0.0,75.0,52,0.036323547263716546,-0.023206387483324514
ty,mrad,3.0,5.0,75.0,150.0,42,0.03170286441815575,-0.01971162262784723
ty,mrad,3.0,5.0,150.0,250.0,34,0.02981484002594851,0.0034353241719388417
